Switching off your device,
Removing the back cover,
Removing the plasticcover,
Disconnecting the battery,
Removing the battery,
Removing the front-facing camera,
Removing the speaker,
Removing the headphone jack,
Removing the mainboard,
Removing the earpiece,
Removing the vibration motor,
